"Shift ID","Shift created on","Shift confirmed by worker at",start_time,end_time,updated_at,business_id,"Worker ID","Worker Onboarded on","Worker Date of Birth",shift_created_updated_time,shift_confirmed_updated_time,start_updated_time,end_updated_time
6032,2021-03-02T21:00:08.186537,2021-03-04T08:24:40,2021-03-04T08:25:24,2021-03-04T16:44:15,2021-03-04T16:44:15.759575,46,430,2021-02-04T16:35:22.06902,,"2021-03-03 02:30:08.186537","2021-03-04 13:54:40","2021-03-04 13:55:24","2021-03-04 22:14:15"
6033,2021-03-02T21:00:08.411503,2021-03-02T21:00:08,2021-03-04T08:25:33,2021-03-04T16:41:57,2021-03-04T16:41:57.857899,46,579,2021-02-08T11:04:51.562076,,"2021-03-03 02:30:08.411503","2021-03-03 02:30:08","2021-03-04 13:55:33","2021-03-04 22:11:57"
6034,2021-03-04T08:26:04.966388,2021-03-04T08:26:04,2021-03-04T08:26:04,2021-03-04T16:40:49,2021-03-04T16:40:49.73711,46,340,2021-02-01T08:23:22.023421,,"2021-03-04 13:56:04.966388","2021-03-04 13:56:04","2021-03-04 13:56:04","2021-03-04 22:10:49"
6035,2021-03-02T21:00:08.223738,,2021-03-04T08:26:25,2021-03-04T16:43:17,2021-03-04T16:43:17.915694,46,432,2021-02-04T16:37:53.697793,,"2021-03-03 02:30:08.223738",NULL,"2021-03-04 13:56:25","2021-03-04 22:13:17"
6036,2021-03-02T21:00:08.1498,2021-03-03T08:30:24,2021-03-04T08:26:49,2021-03-04T16:43:14,2021-03-04T16:43:14.20577,46,428,2021-02-04T16:31:46.384211,,"2021-03-03 02:30:08.149800","2021-03-03 14:00:24","2021-03-04 13:56:49","2021-03-04 22:13:14"
6037,2021-03-04T08:27:12.406113,2021-03-04T08:27:12,2021-03-04T08:27:12,2021-03-04T16:28:20,2021-03-04T16:28:20.812935,47,526,2021-02-05T11:31:07.129592,,"2021-03-04 13:57:12.406113","2021-03-04 13:57:12","2021-03-04 13:57:12","2021-03-04 21:58:20"
6038,2021-03-04T08:28:01.747366,2021-03-04T08:28:01,2021-03-04T08:28:01,2021-03-04T16:25:48,2021-03-04T16:25:48.299742,47,495,2021-02-05T11:08:07.450858,,"2021-03-04 13:58:01.747366","2021-03-04 13:58:01","2021-03-04 13:58:01","2021-03-04 21:55:48"
6039,2021-03-04T08:31:05.727617,2021-03-04T08:31:05,2021-03-04T08:31:05,2021-03-04T16:27:38,2021-03-04T16:27:38.23245,47,539,2021-02-05T11:44:36.483203,,"2021-03-04 14:01:05.727617","2021-03-04 14:01:05","2021-03-04 14:01:05","2021-03-04 21:57:38"
6040,2021-03-04T08:31:35.584021,2021-03-04T08:31:35,2021-03-04T08:31:35,2021-03-04T16:40:40,2021-03-04T16:40:40.521427,46,384,2021-02-01T09:09:18.259923,,"2021-03-04 14:01:35.584021","2021-03-04 14:01:35","2021-03-04 14:01:35","2021-03-04 22:10:40"
6041,2021-03-04T08:34:44.24526,2021-03-04T08:34:44,2021-03-04T08:34:44,2021-03-04T16:28:08,2021-03-04T16:28:08.121419,47,523,2021-02-05T11:28:54.920698,,"2021-03-04 14:04:44.245260","2021-03-04 14:04:44","2021-03-04 14:04:44","2021-03-04 21:58:08"
6042,2021-03-02T21:00:13.030942,2021-03-02T21:00:13,2021-03-04T08:36:51,2021-03-04T16:32:05,2021-03-04T16:32:05.216184,38,594,2021-02-13T01:40:57.801542,,"2021-03-03 02:30:13.030942","2021-03-03 02:30:13","2021-03-04 14:06:51","2021-03-04 22:02:05"
6043,2021-03-02T21:00:13.448734,2021-03-04T08:32:28,2021-03-04T08:37:39,2021-03-04T16:32:49,2021-03-04T16:32:49.345059,38,725,2021-02-24T08:14:28.157932,,"2021-03-03 02:30:13.448734","2021-03-04 14:02:28","2021-03-04 14:07:39","2021-03-04 22:02:49"
6044,2021-03-04T08:40:45.820205,2021-03-04T08:40:45,2021-03-04T08:40:45,2021-03-04T16:30:00,2021-03-04T23:00:05.204682,46,359,2021-02-01T08:49:26.707271,,"2021-03-04 14:10:45.820205","2021-03-04 14:10:45","2021-03-04 14:10:45","2021-03-04 22:00:00"
6045,2021-03-04T08:48:30.270151,2021-03-04T08:48:30,2021-03-04T08:48:30,2021-03-04T16:30:00,2021-03-04T23:00:05.249579,43,608,2021-02-17T08:30:01.253691,2003-11-05T18:30:00,"2021-03-04 14:18:30.270151","2021-03-04 14:18:30","2021-03-04 14:18:30","2021-03-04 22:00:00"
6046,2021-03-04T08:48:37.214861,2021-03-04T08:48:37,2021-03-04T08:48:37,2021-03-04T16:41:47,2021-03-04T16:41:47.227882,43,315,2021-01-24T12:32:24.87994,2001-01-01,"2021-03-04 14:18:37.214861","2021-03-04 14:18:37","2021-03-04 14:18:37","2021-03-04 22:11:47"
6047,2021-03-04T08:51:05.606749,2021-03-04T08:51:05,2021-03-04T08:51:05,2021-03-04T16:30:00,2021-03-04T23:00:05.304109,46,345,2021-02-01T08:29:47.731291,,"2021-03-04 14:21:05.606749","2021-03-04 14:21:05","2021-03-04 14:21:05","2021-03-04 22:00:00"
6048,2021-03-04T09:23:25.880537,2021-03-04T09:23:25,2021-03-04T09:23:25,2021-03-04T16:30:00,2021-03-04T23:00:05.342297,47,507,2021-02-05T11:20:12.937085,,"2021-03-04 14:53:25.880537","2021-03-04 14:53:25","2021-03-04 14:53:25","2021-03-04 22:00:00"
6049,2021-03-02T21:00:12.5728,,2021-03-04T12:20:19,2021-03-05T00:31:01,2021-03-05T00:31:01.671627,47,513,2021-02-05T11:23:32.045331,,"2021-03-03 02:30:12.572800",NULL,"2021-03-04 17:50:19","2021-03-05 06:01:01"
6050,2021-03-04T12:23:59.019451,2021-03-04T12:23:59,2021-03-04T12:23:59,2021-03-05T00:34:28,2021-03-05T00:34:28.254862,47,462,2021-02-05T10:24:43.218163,,"2021-03-04 17:53:59.019451","2021-03-04 17:53:59","2021-03-04 17:53:59","2021-03-05 06:04:28"
6051,2021-03-04T12:26:22.815502,2021-03-04T12:26:22,2021-03-04T12:26:22,2021-03-05T00:36:37,2021-03-05T00:36:37.452829,47,475,2021-02-05T10:49:11.999279,,"2021-03-04 17:56:22.815502","2021-03-04 17:56:22","2021-03-04 17:56:22","2021-03-05 06:06:37"
6052,2021-03-02T21:00:12.46079,2021-03-03T00:45:10,2021-03-04T12:27:21,2021-03-05T00:53:27,2021-03-05T00:53:27.05623,47,471,2021-02-05T10:43:47.128872,,"2021-03-03 02:30:12.460790","2021-03-03 06:15:10","2021-03-04 17:57:21","2021-03-05 06:23:27"
6053,2021-03-04T12:27:29.16823,2021-03-04T12:27:29,2021-03-04T12:27:29,2021-03-05T00:54:02,2021-03-05T00:54:02.240716,47,472,2021-02-05T10:46:11.775688,,"2021-03-04 17:57:29.168230","2021-03-04 17:57:29","2021-03-04 17:57:29","2021-03-05 06:24:02"
6054,2021-03-02T21:00:12.497938,,2021-03-04T12:27:34,2021-03-05T00:53:46,2021-03-05T00:53:46.88437,47,496,2021-02-05T11:10:09.817498,,"2021-03-03 02:30:12.497938",NULL,"2021-03-04 17:57:34","2021-03-05 06:23:46"
6055,2021-03-02T21:00:12.442796,2021-03-04T01:21:50,2021-03-04T12:29:54,2021-03-05T00:38:30,2021-03-05T00:38:30.53458,47,470,2021-02-05T10:41:28.303315,,"2021-03-03 02:30:12.442796","2021-03-04 06:51:50","2021-03-04 17:59:54","2021-03-05 06:08:30"
6056,2021-03-04T12:30:56.462752,2021-03-04T12:30:56,2021-03-04T12:30:56,2021-03-05T00:34:22,2021-03-05T00:34:22.402791,47,466,2021-02-05T10:34:23.054065,,"2021-03-04 18:00:56.462752","2021-03-04 18:00:56","2021-03-04 18:00:56","2021-03-05 06:04:22"
6057,2021-03-04T13:22:26.821484,2021-03-04T13:22:26,2021-03-04T13:22:26,2021-03-05T00:30:00,2021-03-05T07:00:06.179198,47,499,2021-02-05T11:12:30.233093,,"2021-03-04 18:52:26.821484","2021-03-04 18:52:26","2021-03-04 18:52:26","2021-03-05 06:00:00"
6058,2021-03-02T21:00:19.140831,2021-03-04T14:08:05,2021-03-04T14:18:43,2021-03-05T02:34:42,2021-03-05T02:34:42.892796,50,808,2021-02-25T05:37:05.116961,,"2021-03-03 02:30:19.140831","2021-03-04 19:38:05","2021-03-04 19:48:43","2021-03-05 08:04:42"
6059,2021-03-02T21:00:19.007012,,2021-03-04T14:23:27,2021-03-05T02:30:03,2021-03-05T02:30:03.773519,50,765,2021-02-25T05:37:03.761279,,"2021-03-03 02:30:19.007012",NULL,"2021-03-04 19:53:27","2021-03-05 08:00:03"
6060,2021-03-04T14:23:33.14527,2021-03-04T14:23:33,2021-03-04T14:23:33,2021-03-05T02:33:12,2021-03-05T02:33:12.77874,50,759,2021-02-25T05:37:03.580644,,"2021-03-04 19:53:33.145270","2021-03-04 19:53:33","2021-03-04 19:53:33","2021-03-05 08:03:12"
6061,2021-03-02T21:00:18.946789,,2021-03-04T14:23:37,2021-03-05T02:29:48,2021-03-05T02:29:48.915585,50,760,2021-02-25T05:37:03.609074,,"2021-03-03 02:30:18.946789",NULL,"2021-03-04 19:53:37","2021-03-05 07:59:48"
6062,2021-03-02T21:00:19.103429,2021-03-03T14:25:40,2021-03-04T14:24:07,2021-03-05T02:35:09,2021-03-05T02:35:09.361892,50,806,2021-02-25T05:37:05.033552,,"2021-03-03 02:30:19.103429","2021-03-03 19:55:40","2021-03-04 19:54:07","2021-03-05 08:05:09"
6063,2021-03-02T21:00:18.906419,,2021-03-04T14:24:27,2021-03-05T02:29:59,2021-03-05T02:29:59.244549,50,756,2021-02-25T05:37:03.491714,,"2021-03-03 02:30:18.906419",NULL,"2021-03-04 19:54:27","2021-03-05 07:59:59"
6064,2021-03-02T21:00:18.966838,,2021-03-04T14:27:15,2021-03-05T02:35:54,2021-03-05T02:35:54.652617,50,761,2021-02-25T05:37:03.639299,,"2021-03-03 02:30:18.966838",NULL,"2021-03-04 19:57:15","2021-03-05 08:05:54"
6065,2021-03-02T21:00:19.235542,2021-03-03T14:28:44,2021-03-04T14:27:22,2021-03-05T02:36:44,2021-03-05T02:36:44.950438,50,821,2021-02-25T05:37:05.574215,,"2021-03-03 02:30:19.235542","2021-03-03 19:58:44","2021-03-04 19:57:22","2021-03-05 08:06:44"
6066,2021-03-04T14:28:01.475013,2021-03-04T14:28:01,2021-03-04T14:28:01,2021-03-05T04:33:36,2021-03-05T04:33:36.946438,42,447,2021-02-05T05:24:43.034789,,"2021-03-04 19:58:01.475013","2021-03-04 19:58:01","2021-03-04 19:58:01","2021-03-05 10:03:36"
6067,2021-03-04T14:28:31.110743,2021-03-04T14:28:31,2021-03-04T14:28:31,2021-03-05T03:49:04,2021-03-05T03:49:04.56416,42,449,2021-02-05T05:27:19.900294,,"2021-03-04 19:58:31.110743","2021-03-04 19:58:31","2021-03-04 19:58:31","2021-03-05 09:19:04"
6068,2021-03-02T21:00:18.926894,,2021-03-04T14:28:32,2021-03-05T02:36:04,2021-03-05T02:36:04.183769,50,758,2021-02-25T05:37:03.551542,,"2021-03-03 02:30:18.926894",NULL,"2021-03-04 19:58:32","2021-03-05 08:06:04"
6069,2021-03-02T21:00:19.254104,2021-03-03T14:28:16,2021-03-04T14:28:38,2021-03-05T02:36:48,2021-03-05T02:36:48.007358,50,822,2021-02-25T05:37:05.615836,,"2021-03-03 02:30:19.254104","2021-03-03 19:58:16","2021-03-04 19:58:38","2021-03-05 08:06:48"
6070,2021-03-02T21:00:19.292685,2021-03-03T02:40:01,2021-03-04T14:28:56,2021-03-05T02:36:54,2021-03-05T02:36:54.100416,50,824,2021-02-25T05:37:05.702857,,"2021-03-03 02:30:19.292685","2021-03-03 08:10:01","2021-03-04 19:58:56","2021-03-05 08:06:54"
6071,2021-03-04T14:29:51.187598,2021-03-04T14:29:51,2021-03-04T14:29:51,2021-03-05T02:42:54,2021-03-05T02:42:54.731333,50,834,2021-02-25T05:37:06.105756,,"2021-03-04 19:59:51.187598","2021-03-04 19:59:51","2021-03-04 19:59:51","2021-03-05 08:12:54"
6072,2021-03-02T21:00:19.216469,2021-03-04T02:46:50,2021-03-04T14:31:26,2021-03-05T02:31:53,2021-03-05T02:31:53.984537,50,820,2021-02-25T05:37:05.509854,,"2021-03-03 02:30:19.216469","2021-03-04 08:16:50","2021-03-04 20:01:26","2021-03-05 08:01:53"
6073,2021-03-02T21:00:19.485993,,2021-03-04T14:33:35,2021-03-05T02:34:36,2021-03-05T02:34:36.497961,50,853,2021-02-25T09:46:33.744842,,"2021-03-03 02:30:19.485993",NULL,"2021-03-04 20:03:35","2021-03-05 08:04:36"
6074,2021-03-02T21:00:19.159871,2021-03-02T21:00:19,2021-03-04T14:33:59,2021-03-05T02:35:47,2021-03-05T02:35:47.997216,50,810,2021-02-25T05:37:05.174532,,"2021-03-03 02:30:19.159871","2021-03-03 02:30:19","2021-03-04 20:03:59","2021-03-05 08:05:47"
6075,2021-03-04T14:36:20.328111,2021-03-04T14:36:20,2021-03-04T14:36:20,2021-03-05T02:30:00,2021-03-05T09:00:06.614061,50,752,2021-02-25T05:37:03.372552,,"2021-03-04 20:06:20.328111","2021-03-04 20:06:20","2021-03-04 20:06:20","2021-03-05 08:00:00"
6076,2021-03-04T14:37:41.230562,2021-03-04T14:37:41,2021-03-04T14:37:41,2021-03-05T02:30:00,2021-03-05T09:00:06.737503,50,747,2021-02-25T05:37:03.221682,,"2021-03-04 20:07:41.230562","2021-03-04 20:07:41","2021-03-04 20:07:41","2021-03-05 08:00:00"
6077,2021-03-02T21:00:10.049467,2021-03-03T14:37:29,2021-03-04T14:39:00,2021-03-04T23:30:00,2021-03-05T06:00:06.964153,42,410,2021-02-04T14:25:51.849683,1974-01-31T18:30:00,"2021-03-03 02:30:10.049467","2021-03-03 20:07:29","2021-03-04 20:09:00","2021-03-05 05:00:00"
6078,2021-03-02T21:00:10.090128,2021-03-04T14:38:29,2021-03-04T14:39:25,2021-03-04T23:30:00,2021-03-05T06:00:07.101417,42,560,2021-02-05T15:01:44.806066,,"2021-03-03 02:30:10.090128","2021-03-04 20:08:29","2021-03-04 20:09:25","2021-03-05 05:00:00"
6079,2021-03-02T21:00:10.070533,2021-03-04T14:39:27,2021-03-04T14:39:39,2021-03-04T23:30:00,2021-03-05T06:00:07.059529,42,436,2021-02-05T02:43:29.036057,1989-07-11T18:30:00,"2021-03-03 02:30:10.070533","2021-03-04 20:09:27","2021-03-04 20:09:39","2021-03-05 05:00:00"
6080,2021-03-02T21:00:10.129512,2021-03-04T03:21:33,2021-03-04T14:40:23,2021-03-04T23:30:00,2021-03-05T06:00:07.140815,42,575,2021-02-06T14:46:26.697544,,"2021-03-03 02:30:10.129512","2021-03-04 08:51:33","2021-03-04 20:10:23","2021-03-05 05:00:00"
6081,2021-03-02T21:00:14.414858,2021-03-04T15:02:31,2021-03-04T15:02:44,2021-03-05T03:09:46,2021-03-05T03:09:46.283221,38,687,2021-02-17T09:48:15.97392,,"2021-03-03 02:30:14.414858","2021-03-04 20:32:31","2021-03-04 20:32:44","2021-03-05 08:39:46"
6082,2021-03-02T21:00:14.612095,2021-03-04T14:59:43,2021-03-04T15:02:56,2021-03-05T03:09:30,2021-03-05T03:09:30.266521,38,848,2021-02-25T07:44:43.752519,,"2021-03-03 02:30:14.612095","2021-03-04 20:29:43","2021-03-04 20:32:56","2021-03-05 08:39:30"
6083,2021-03-04T15:03:35.446987,2021-03-04T15:03:35,2021-03-04T15:03:35,2021-03-05T03:10:28,2021-03-05T03:10:28.305913,38,683,2021-02-17T09:48:15.852121,,"2021-03-04 20:33:35.446987","2021-03-04 20:33:35","2021-03-04 20:33:35","2021-03-05 08:40:28"
6084,2021-03-04T15:03:57.903584,2021-03-04T15:03:57,2021-03-04T15:03:57,2021-03-05T03:10:18,2021-03-05T03:10:18.564508,38,684,2021-02-17T09:48:15.882843,,"2021-03-04 20:33:57.903584","2021-03-04 20:33:57","2021-03-04 20:33:57","2021-03-05 08:40:18"
6085,2021-03-02T21:00:10.166374,2021-03-04T15:23:15,2021-03-04T15:23:28,2021-03-04T23:30:00,2021-03-05T06:00:07.182657,42,723,2021-02-23T14:37:57.462488,,"2021-03-03 02:30:10.166374","2021-03-04 20:53:15","2021-03-04 20:53:28","2021-03-05 05:00:00"
6086,2021-03-02T21:00:08.903299,2021-03-04T15:37:40,2021-03-04T15:38:17,2021-03-05T00:53:57,2021-03-05T00:53:57.550306,46,379,2021-02-01T09:06:06.369287,,"2021-03-03 02:30:08.903299","2021-03-04 21:07:40","2021-03-04 21:08:17","2021-03-05 06:23:57"
6087,2021-03-02T21:00:08.559865,2021-03-04T15:57:40,2021-03-04T15:59:44,2021-03-05T00:53:12,2021-03-05T00:53:12.467032,46,361,2021-02-01T08:52:35.095827,,"2021-03-03 02:30:08.559865","2021-03-04 21:27:40","2021-03-04 21:29:44","2021-03-05 06:23:12"
6088,2021-03-02T21:00:08.88449,2021-03-02T21:00:08,2021-03-04T16:00:07,2021-03-05T00:52:33,2021-03-05T00:52:33.492724,46,378,2021-02-01T09:05:34.964273,,"2021-03-03 02:30:08.884490","2021-03-03 02:30:08","2021-03-04 21:30:07","2021-03-05 06:22:33"
6089,2021-03-04T16:03:48.893475,2021-03-04T16:03:48,2021-03-04T16:03:48,2021-03-05T00:32:58,2021-03-05T00:32:58.950288,47,527,2021-02-05T11:34:37.877227,,"2021-03-04 21:33:48.893475","2021-03-04 21:33:48","2021-03-04 21:33:48","2021-03-05 06:02:58"
6090,2021-03-04T16:08:30.872385,2021-03-04T16:08:30,2021-03-04T16:08:30,2021-03-05T00:30:00,2021-03-05T07:00:06.230743,46,336,2021-02-01T08:18:52.511663,,"2021-03-04 21:38:30.872385","2021-03-04 21:38:30","2021-03-04 21:38:30","2021-03-05 06:00:00"
6091,2021-03-02T21:00:08.540594,2021-03-04T16:10:45,2021-03-04T16:11:02,2021-03-05T00:57:16,2021-03-05T00:57:16.72234,46,360,2021-02-01T08:50:14.919536,,"2021-03-03 02:30:08.540594","2021-03-04 21:40:45","2021-03-04 21:41:02","2021-03-05 06:27:16"
6092,2021-03-02T21:00:08.922469,2021-03-04T16:11:12,2021-03-04T16:11:21,2021-03-05T00:54:56,2021-03-05T00:54:56.427691,46,380,2021-02-01T09:06:48.984236,,"2021-03-03 02:30:08.922469","2021-03-04 21:41:12","2021-03-04 21:41:21","2021-03-05 06:24:56"
6093,2021-03-04T16:11:37.216517,2021-03-04T16:11:37,2021-03-04T16:11:37,2021-03-05T00:54:41,2021-03-05T00:54:41.562808,46,371,2021-02-01T09:00:20.066515,,"2021-03-04 21:41:37.216517","2021-03-04 21:41:37","2021-03-04 21:41:37","2021-03-05 06:24:41"
6094,2021-03-04T16:11:46.612287,2021-03-04T16:11:46,2021-03-04T16:11:46,2021-03-05T00:57:03,2021-03-05T00:57:03.443137,46,434,2021-02-05T00:40:11.361759,,"2021-03-04 21:41:46.612287","2021-03-04 21:41:46","2021-03-04 21:41:46","2021-03-05 06:27:03"
6095,2021-03-02T21:00:08.847436,2021-03-04T16:13:58,2021-03-04T16:14:16,2021-03-05T00:54:04,2021-03-05T00:54:04.130544,46,376,2021-02-01T09:03:53.794584,,"2021-03-03 02:30:08.847436","2021-03-04 21:43:58","2021-03-04 21:44:16","2021-03-05 06:24:04"
6096,2021-03-02T21:00:08.770576,2021-03-04T16:14:04,2021-03-04T16:14:52,2021-03-05T00:53:07,2021-03-05T00:53:07.919774,46,372,2021-02-01T09:00:56.010616,,"2021-03-03 02:30:08.770576","2021-03-04 21:44:04","2021-03-04 21:44:52","2021-03-05 06:23:07"
6097,2021-03-02T21:00:08.97944,2021-03-04T16:15:27,2021-03-04T16:15:58,2021-03-05T00:52:57,2021-03-05T00:52:57.919927,46,383,2021-02-01T09:08:32.570936,,"2021-03-03 02:30:08.979440","2021-03-04 21:45:27","2021-03-04 21:45:58","2021-03-05 06:22:57"
6098,2021-03-02T21:00:08.750534,2021-03-04T16:16:48,2021-03-04T16:17:06,2021-03-05T00:55:13,2021-03-05T00:55:13.161062,46,370,2021-02-01T08:59:52.323307,,"2021-03-03 02:30:08.750534","2021-03-04 21:46:48","2021-03-04 21:47:06","2021-03-05 06:25:13"
6099,2021-03-02T21:00:12.077262,,2021-03-04T16:20:38,2021-03-05T00:30:23,2021-03-05T00:30:23.4349,47,529,2021-02-05T11:36:02.670524,,"2021-03-03 02:30:12.077262",NULL,"2021-03-04 21:50:38","2021-03-05 06:00:23"
6100,2021-03-02T21:00:08.731362,,2021-03-04T16:22:21,2021-03-05T00:52:52,2021-03-05T00:52:52.26021,46,369,2021-02-01T08:59:09.588772,,"2021-03-03 02:30:08.731362",NULL,"2021-03-04 21:52:21","2021-03-05 06:22:52"
6101,2021-03-04T16:22:53.913244,2021-03-04T16:22:53,2021-03-04T16:22:53,2021-03-05T00:32:42,2021-03-05T00:32:42.438944,47,498,2021-02-05T11:10:53.149911,,"2021-03-04 21:52:53.913244","2021-03-04 21:52:53","2021-03-04 21:52:53","2021-03-05 06:02:42"
6102,2021-03-02T21:00:12.02302,,2021-03-04T16:23:10,2021-03-05T00:40:34,2021-03-05T00:40:34.407053,47,517,2021-02-05T11:25:52.658352,,"2021-03-03 02:30:12.023020",NULL,"2021-03-04 21:53:10","2021-03-05 06:10:34"
6103,2021-03-02T21:00:08.616769,2021-03-04T16:22:12,2021-03-04T16:23:11,2021-03-05T00:59:56,2021-03-05T00:59:56.522653,46,364,2021-02-01T08:55:50.573805,,"2021-03-03 02:30:08.616769","2021-03-04 21:52:12","2021-03-04 21:53:11","2021-03-05 06:29:56"
6104,2021-03-02T21:00:08.808866,2021-03-04T16:22:48,2021-03-04T16:23:17,2021-03-05T00:57:10,2021-03-05T00:57:10.945988,46,374,2021-02-01T09:02:28.412626,,"2021-03-03 02:30:08.808866","2021-03-04 21:52:48","2021-03-04 21:53:17","2021-03-05 06:27:10"
6105,2021-03-02T21:00:12.112407,,2021-03-04T16:23:21,2021-03-05T00:27:30,2021-03-05T00:27:30.060982,47,573,2021-02-06T08:37:19.415489,,"2021-03-03 02:30:12.112407",NULL,"2021-03-04 21:53:21","2021-03-05 05:57:30"
6106,2021-03-02T21:00:08.635429,2021-03-04T16:22:02,2021-03-04T16:23:38,2021-03-05T00:55:19,2021-03-05T00:55:19.787601,46,365,2021-02-01T08:56:22.382159,,"2021-03-03 02:30:08.635429","2021-03-04 21:52:02","2021-03-04 21:53:38","2021-03-05 06:25:19"
6107,2021-03-02T21:00:08.712712,2021-03-04T15:29:20,2021-03-04T16:24:17,2021-03-05T00:52:23,2021-03-05T00:52:23.547739,46,368,2021-02-01T08:58:29.520479,,"2021-03-03 02:30:08.712712","2021-03-04 20:59:20","2021-03-04 21:54:17","2021-03-05 06:22:23"
6108,2021-03-02T21:00:12.059468,,2021-03-04T16:24:52,2021-03-05T00:30:50,2021-03-05T00:30:50.700283,47,525,2021-02-05T11:30:33.377737,,"2021-03-03 02:30:12.059468",NULL,"2021-03-04 21:54:52","2021-03-05 06:00:50"
6109,2021-03-02T21:00:08.501667,2021-03-04T16:27:15,2021-03-04T16:27:36,2021-03-05T00:53:02,2021-03-05T00:53:02.740923,46,355,2021-02-01T08:41:38.151835,,"2021-03-03 02:30:08.501667","2021-03-04 21:57:15","2021-03-04 21:57:36","2021-03-05 06:23:02"
6110,2021-03-04T16:28:23.909368,2021-03-04T16:28:23,2021-03-04T16:28:23,2021-03-05T00:52:27,2021-03-05T00:52:27.715093,46,435,2021-02-05T00:45:23.977189,,"2021-03-04 21:58:23.909368","2021-03-04 21:58:23","2021-03-04 21:58:23","2021-03-05 06:22:27"
6111,2021-03-02T21:00:08.578577,2021-03-04T16:30:04,2021-03-04T16:30:21,2021-03-05T01:03:58,2021-03-05T01:03:58.906409,46,362,2021-02-01T08:53:59.497128,,"2021-03-03 02:30:08.578577","2021-03-04 22:00:04","2021-03-04 22:00:21","2021-03-05 06:33:58"
6112,2021-03-02T21:00:08.597601,2021-03-04T16:30:26,2021-03-04T16:30:30,2021-03-05T00:54:27,2021-03-05T00:54:27.211006,46,363,2021-02-01T08:55:17.178825,,"2021-03-03 02:30:08.597601","2021-03-04 22:00:26","2021-03-04 22:00:30","2021-03-05 06:24:27"
6113,2021-03-02T21:00:08.654435,2021-03-04T16:30:10,2021-03-04T16:30:44,2021-03-05T01:03:31,2021-03-05T01:03:31.463995,46,366,2021-02-01T08:56:59.309419,,"2021-03-03 02:30:08.654435","2021-03-04 22:00:10","2021-03-04 22:00:44","2021-03-05 06:33:31"
6114,2021-03-04T16:37:35.69942,2021-03-04T16:37:35,2021-03-04T16:37:35,2021-03-05T00:34:25,2021-03-05T00:34:25.414147,47,463,2021-02-05T10:25:24.173185,,"2021-03-04 22:07:35.699420","2021-03-04 22:07:35","2021-03-04 22:07:35","2021-03-05 06:04:25"
6115,2021-03-04T16:47:23.384917,2021-03-04T16:47:23,2021-03-04T16:47:23,2021-03-05T00:30:00,2021-03-05T07:00:06.28291,46,431,2021-02-04T16:37:01.258884,,"2021-03-04 22:17:23.384917","2021-03-04 22:17:23","2021-03-04 22:17:23","2021-03-05 06:00:00"
6116,2021-03-02T21:00:13.643981,2021-03-04T16:48:00,2021-03-04T16:48:07,2021-03-05T00:33:31,2021-03-05T00:33:31.146982,38,602,2021-02-15T16:16:16.840454,,"2021-03-03 02:30:13.643981","2021-03-04 22:18:00","2021-03-04 22:18:07","2021-03-05 06:03:31"
6117,2021-03-02T21:00:13.534681,2021-03-02T21:00:13,2021-03-04T16:48:38,2021-03-05T00:30:00,2021-03-05T07:00:06.061566,38,170,2020-11-10T10:52:58.63239,1993-05-19T18:30:00,"2021-03-03 02:30:13.534681","2021-03-03 02:30:13","2021-03-04 22:18:38","2021-03-05 06:00:00"
6118,2021-03-02T21:00:13.607412,2021-03-02T21:00:13,2021-03-04T16:48:46,2021-03-05T00:33:37,2021-03-05T00:33:37.870411,38,587,2021-02-09T16:32:04.203457,,"2021-03-03 02:30:13.607412","2021-03-03 02:30:13","2021-03-04 22:18:46","2021-03-05 06:03:37"
6119,2021-03-02T21:00:13.570913,2021-03-02T21:00:13,2021-03-04T16:48:55,2021-03-05T00:33:44,2021-03-05T00:33:44.122543,38,582,2021-02-08T17:52:14.153759,1996-04-06T18:30:00,"2021-03-03 02:30:13.570913","2021-03-03 02:30:13","2021-03-04 22:18:55","2021-03-05 06:03:44"
6120,2021-03-04T16:49:03.872456,2021-03-04T16:49:03,2021-03-04T16:49:03,2021-03-05T00:30:00,2021-03-05T07:00:06.318807,38,169,2020-11-10T10:50:40.242253,1990-10-04T18:30:00,"2021-03-04 22:19:03.872456","2021-03-04 22:19:03","2021-03-04 22:19:03","2021-03-05 06:00:00"
6121,2021-03-02T21:00:13.552932,,2021-03-04T16:49:09,2021-03-05T00:33:24,2021-03-05T00:33:24.322697,38,581,2021-02-08T17:49:25.835838,1989-09-09T18:30:00,"2021-03-03 02:30:13.552932",NULL,"2021-03-04 22:19:09","2021-03-05 06:03:24"
6122,2021-03-02T21:00:13.588856,2021-03-04T04:46:09,2021-03-04T16:49:16,2021-03-05T00:33:51,2021-03-05T00:33:51.24939,38,580,2021-02-08T17:46:13.902503,1984-07-09T18:30:00,"2021-03-03 02:30:13.588856","2021-03-04 10:16:09","2021-03-04 22:19:16","2021-03-05 06:03:51"
6123,2021-03-05T00:05:34.564037,2021-03-05T00:05:34,2021-03-05T00:05:34,2021-03-05T08:28:05,2021-03-05T08:28:05.421699,47,497,2021-02-05T11:10:50.133765,,"2021-03-05 05:35:34.564037","2021-03-05 05:35:34","2021-03-05 05:35:34","2021-03-05 13:58:05"
